name,body_part,target,equipment,gif_url,image
"dumbbell standing alternate hammer curl and press","upper arms","biceps","dumbbell","videos/3560-LeaZOIz.gif","images/3560-LeaZOIz.jpg"
"dumbbell standing alternate overhead press","shoulders","delts","dumbbell","videos/0414-bBi35y3.gif","images/0414-bBi35y3.jpg"
"dumbbell standing alternate raise","shoulders","delts","dumbbell","videos/0415-SxHteRW.gif","images/0415-SxHteRW.jpg"
"dumbbell standing alternating tricep kickback","upper arms","triceps","dumbbell","videos/1739-Gi2BXfK.gif","images/1739-Gi2BXfK.jpg"
"dumbbell standing around world","shoulders","delts","dumbbell","videos/2143-RSOsp5d.gif","images/2143-RSOsp5d.jpg"
"dumbbell standing bent over one arm triceps extension","upper arms","triceps","dumbbell","videos/1740-CJwa0vD.gif","images/1740-CJwa0vD.jpg"
"dumbbell standing bent over two arm triceps extension","upper arms","triceps","dumbbell","videos/1741-3T12T87.gif","images/1741-3T12T87.jpg"
"dumbbell standing biceps curl","upper arms","biceps","dumbbell","videos/0416-3s4NnTh.gif","images/0416-3s4NnTh.jpg"
"dumbbell standing calf raise","lower legs","calves","dumbbell","videos/0417-dPmaUaU.gif","images/0417-dPmaUaU.jpg"
"dumbbell standing concentration curl","upper arms","biceps","dumbbell","videos/0418-7inpWch.gif","images/0418-7inpWch.jpg"
"dumbbell standing front raise above head","shoulders","delts","dumbbell","videos/0419-laVRfDf.gif","images/0419-laVRfDf.jpg"
"dumbbell standing inner biceps curl v. 2","upper arms","biceps","dumbbell","videos/2321-vKilzz3.gif","images/2321-vKilzz3.jpg"
"dumbbell standing kickback","upper arms","triceps","dumbbell","videos/0420-UmpPAAe.gif","images/0420-UmpPAAe.jpg"
"dumbbell standing one arm concentration curl","upper arms","biceps","dumbbell","videos/0421-8fgqP5a.gif","images/0421-8fgqP5a.jpg"
"dumbbell standing one arm curl (over incline bench)","upper arms","biceps","dumbbell","videos/0422-BIb1tGo.gif","images/0422-BIb1tGo.jpg"
"dumbbell standing one arm curl over incline bench","upper arms","biceps","dumbbell","videos/1680-EmlJR2y.gif","images/1680-EmlJR2y.jpg"
"dumbbell standing one arm extension","upper arms","triceps","dumbbell","videos/0423-BCUR88E.gif","images/0423-BCUR88E.jpg"
"dumbbell standing one arm palm in press","shoulders","delts","dumbbell","videos/0424-ocYc6Db.gif","images/0424-ocYc6Db.jpg"
"dumbbell standing one arm reverse curl","upper arms","biceps","dumbbell","videos/0425-DU5Kkj2.gif","images/0425-DU5Kkj2.jpg"
"dumbbell standing overhead press","shoulders","delts","dumbbell","videos/0426-A6wtbuL.gif","images/0426-A6wtbuL.jpg"
"dumbbell standing palms in press","shoulders","delts","dumbbell","videos/0427-UilDHSs.gif","images/0427-UilDHSs.jpg"
"dumbbell standing preacher curl","upper arms","biceps","dumbbell","videos/0428-hq2hyDH.gif","images/0428-hq2hyDH.jpg"
"dumbbell standing reverse curl","upper arms","biceps","dumbbell","videos/0429-0IgNjSM.gif","images/0429-0IgNjSM.jpg"
"dumbbell standing triceps extension","upper arms","triceps","dumbbell","videos/0430-PdmaD0N.gif","images/0430-PdmaD0N.jpg"
"dumbbell standing zottman preacher curl","upper arms","biceps","dumbbell","videos/2293-P2nRiUa.gif","images/2293-P2nRiUa.jpg"
"dumbbell step up single leg balance with bicep curl","upper arms","biceps","dumbbell","videos/1684-76vfTdU.gif","images/1684-76vfTdU.jpg"
"dumbbell step-up","upper legs","glutes","dumbbell","videos/0431-aXtJhlg.gif","images/0431-aXtJhlg.jpg"
"dumbbell step-up lunge","upper legs","quads","dumbbell","videos/2796-gFyFj9z.gif","images/2796-gFyFj9z.jpg"
"dumbbell step-up split squat","upper legs","quads","dumbbell","videos/2812-QjE2DcA.gif","images/2812-QjE2DcA.jpg"
"dumbbell stiff leg deadlift","upper legs","glutes","dumbbell","videos/0432-5eLRITT.gif","images/0432-5eLRITT.jpg"
"dumbbell straight arm pullover","chest","pectorals","dumbbell","videos/0433-i8BdLTK.gif","images/0433-i8BdLTK.jpg"
"dumbbell straight leg deadlift","upper legs","glutes","dumbbell","videos/0434-oom75KC.gif","images/0434-oom75KC.jpg"
"dumbbell sumo pull through","upper legs","glutes","dumbbell","videos/2808-BmrwWzo.gif","images/2808-BmrwWzo.jpg"
"dumbbell supported squat","upper legs","quads","dumbbell","videos/2803-r5DgrW9.gif","images/2803-r5DgrW9.jpg"
"dumbbell tate press","upper arms","triceps","dumbbell","videos/0436-s5PdDyY.gif","images/0436-s5PdDyY.jpg"
"dumbbell tricep kickback with stork stance","upper arms","triceps","dumbbell","videos/1742-wOLmCXc.gif","images/1742-wOLmCXc.jpg"
"dumbbell twisting bench press","upper arms","triceps","dumbbell","videos/1743-z6TAHoT.gif","images/1743-z6TAHoT.jpg"
"dumbbell upright row","shoulders","delts","dumbbell","videos/0437-ainizkb.gif","images/0437-ainizkb.jpg"
"dumbbell upright row (back pov)","shoulders","delts","dumbbell","videos/1765-Iptlv6x.gif","images/1765-Iptlv6x.jpg"
"dumbbell upright shoulder external rotation","shoulders","delts","dumbbell","videos/0864-x306lCW.gif","images/0864-x306lCW.jpg"
"dumbbell waiter biceps curl","upper arms","biceps","dumbbell","videos/5201-KOpzGBL.gif","images/5201-KOpzGBL.jpg"
"dumbbell w-press","shoulders","delts","dumbbell","videos/0438-vmwLyCg.gif","images/0438-vmwLyCg.jpg"
"dumbbell zottman curl","upper arms","biceps","dumbbell","videos/0439-kXaIn5A.gif","images/0439-kXaIn5A.jpg"
"dumbbell zottman preacher curl","upper arms","biceps","dumbbell","videos/2294-y5U5B9Y.gif","images/2294-y5U5B9Y.jpg"
"dumbbells seated triceps extension","upper arms","triceps","dumbbell","videos/2189-FQXdXzY.gif","images/2189-FQXdXzY.jpg"
"dynamic chest stretch (male)","chest","pectorals","body weight","videos/1167-3uj0Ozg.gif","images/1167-3uj0Ozg.jpg"
"elbow dips","upper arms","triceps","body weight","videos/3287-LkoAWAE.gif","images/3287-LkoAWAE.jpg"
"elbow lift - reverse push-up","back","upper back","body weight","videos/1772-wbUYILZ.gif","images/1772-wbUYILZ.jpg"
"elbow-to-knee","waist","abs","body weight","videos/0443-jvp6DiD.gif","images/0443-jvp6DiD.jpg"
"elevator","back","upper back","body weight","videos/3292-zYmNaoY.gif","images/3292-zYmNaoY.jpg"
"exercise ball alternating arm ups","back","lats","stability ball","videos/1332-EyLrNC2.gif","images/1332-EyLrNC2.jpg"
"exercise ball back extension with arms extended","back","spine","stability ball","videos/1333-PERjVm8.gif","images/1333-PERjVm8.jpg"
"exercise ball back extension with hands behind head","back","spine","stability ball","videos/1334-o1HGDSq.gif","images/1334-o1HGDSq.jpg"
"exercise ball back extension with knees off ground","back","spine","stability ball","videos/1335-WME869U.gif","images/1335-WME869U.jpg"
"exercise ball back extension with rotation","back","spine","stability ball","videos/1336-WVD66ff.gif","images/1336-WVD66ff.jpg"
"exercise ball dip","upper arms","triceps","stability ball","videos/1744-kprile3.gif","images/1744-kprile3.jpg"
"exercise ball hip flexor stretch","upper legs","glutes","stability ball","videos/1559-2LQkNPW.gif","images/1559-2LQkNPW.jpg"
"exercise ball hug","back","spine","stability ball","videos/1338-d7z1Y7V.gif","images/1338-d7z1Y7V.jpg"
"exercise ball lat stretch","back","lats","stability ball","videos/1339-sM84pE4.gif","images/1339-sM84pE4.jpg"
"exercise ball lower back stretch (pyramid)","back","lats","stability ball","videos/1341-yU7w7CA.gif","images/1341-yU7w7CA.jpg"
"exercise ball lying side lat stretch","back","lats","stability ball","videos/1342-rTbyBYV.gif","images/1342-rTbyBYV.jpg"
"exercise ball on the wall calf raise","lower legs","calves","dumbbell","videos/1382-xo6sENf.gif","images/1382-xo6sENf.jpg"
"exercise ball on the wall calf raise (tennis ball between ankles)","lower legs","calves","dumbbell","videos/3241-FY3UdNT.gif","images/3241-FY3UdNT.jpg"
"exercise ball on the wall calf raise (tennis ball between knees)","lower legs","calves","dumbbell","videos/3240-j74M6Zn.gif","images/3240-j74M6Zn.jpg"
"exercise ball one leg prone lower body rotation","upper legs","glutes","stability ball","videos/1416-M72BExt.gif","images/1416-M72BExt.jpg"
"exercise ball one legged diagonal kick hamstring curl","upper legs","glutes","stability ball","videos/1417-GOJKFfO.gif","images/1417-GOJKFfO.jpg"
"exercise ball pike push up","chest","pectorals","stability ball","videos/1296-sVvXT5J.gif","images/1296-sVvXT5J.jpg"
"exercise ball prone leg raise","back","spine","stability ball","videos/1343-lCKm4Rs.gif","images/1343-lCKm4Rs.jpg"
"exercise ball seated hamstring stretch","upper legs","hamstrings","stability ball","videos/1560-yRYyfdA.gif","images/1560-yRYyfdA.jpg"
"exercise ball seated triceps stretch","upper arms","triceps","stability ball","videos/1745-7ePTw4B.gif","images/1745-7ePTw4B.jpg"
"exercise ball supine triceps extension","upper arms","triceps","dumbbell","videos/1746-Gm2Uv1z.gif","images/1746-Gm2Uv1z.jpg"
"ez bar french press on exercise ball","upper arms","triceps","ez barbell","videos/1747-CFN9P8G.gif","images/1747-CFN9P8G.jpg"
"ez bar lying bent arms pullover","back","lats","ez barbell","videos/3010-nDK1HJ0.gif","images/3010-nDK1HJ0.jpg"
"ez bar lying close grip triceps extension behind head","upper arms","triceps","ez barbell","videos/1748-6CKUx7o.gif","images/1748-6CKUx7o.jpg"
"ez bar reverse grip bent over row","back","upper back","ez barbell","videos/1344-G8dXpNG.gif","images/1344-G8dXpNG.jpg"
"ez bar seated close grip concentration curl","upper arms","biceps","ez barbell","videos/1682-Dsfz0Id.gif","images/1682-Dsfz0Id.jpg"
"ez bar standing french press","upper arms","triceps","ez barbell","videos/1749-1cTf2Ux.gif","images/1749-1cTf2Ux.jpg"
"ez barbell anti gravity press","shoulders","delts","ez barbell","videos/0445-fprd84i.gif","images/0445-fprd84i.jpg"
"ez barbell close grip preacher curl","upper arms","biceps","ez barbell","videos/1627-hacCyUv.gif","images/1627-hacCyUv.jpg"
"ez barbell close-grip curl","upper arms","biceps","ez barbell","videos/0446-V4ryaZa.gif","images/0446-V4ryaZa.jpg"
"ez barbell curl","upper arms","biceps","ez barbell","videos/0447-6TG6x2w.gif","images/0447-6TG6x2w.jpg"
"ez barbell decline close grip face press","upper arms","triceps","ez barbell","videos/0448-DgZQ11d.gif","images/0448-DgZQ11d.jpg"
"ez barbell decline triceps extension","upper arms","triceps","ez barbell","videos/2186-CQHoDm0.gif","images/2186-CQHoDm0.jpg"
"ez barbell incline triceps extension","upper arms","triceps","ez barbell","videos/0449-KyLtiLT.gif","images/0449-KyLtiLT.jpg"
"ez barbell jm bench press","upper arms","triceps","ez barbell","videos/0450-hnOYgH3.gif","images/0450-hnOYgH3.jpg"
"ez barbell reverse grip curl","upper arms","biceps","ez barbell","videos/0451-Y5X65IB.gif","images/0451-Y5X65IB.jpg"
"ez barbell reverse grip preacher curl","upper arms","biceps","ez barbell","videos/0452-vBNyir7.gif","images/0452-vBNyir7.jpg"
"ez barbell seated curls","upper arms","biceps","ez barbell","videos/1458-jtFKbt5.gif","images/1458-jtFKbt5.jpg"
"ez barbell seated triceps extension","upper arms","triceps","ez barbell","videos/0453-iaapw0g.gif","images/0453-iaapw0g.jpg"
"ez barbell spider curl","upper arms","biceps","ez barbell","videos/0454-Ye5Qxb0.gif","images/0454-Ye5Qxb0.jpg"
"ez barbell spider curl","upper arms","biceps","ez barbell","videos/1628-2kattbR.gif","images/1628-2kattbR.jpg"
"ez-bar biceps curl (with arm blaster)","upper arms","biceps","ez barbell","videos/2404-tJ5nYqo.gif","images/2404-tJ5nYqo.jpg"
"ez-bar close-grip bench press","upper arms","triceps","ez barbell","videos/2432-da4cXST.gif","images/2432-da4cXST.jpg"
"ez-barbell standing wide grip biceps curl","upper arms","biceps","ez barbell","videos/2741-OVTZ65k.gif","images/2741-OVTZ65k.jpg"
"farmers walk","upper legs","quads","dumbbell","videos/2133-qPEzJjA.gif","images/2133-qPEzJjA.jpg"
"finger curls","lower arms","forearms","barbell","videos/0455-awG04cF.gif","images/0455-awG04cF.jpg"
"flag","waist","abs","body weight","videos/3303-pQ0Mx1Z.gif","images/3303-pQ0Mx1Z.jpg"
"flexion leg sit up (bent knee)","waist","abs","body weight","videos/0456-AR0ig3o.gif","images/0456-AR0ig3o.jpg"
"flexion leg sit up (straight arm)","waist","abs","body weight","videos/0457-KZn52RC.gif","images/0457-KZn52RC.jpg"
"floor fly (with barbell)","chest","pectorals","barbell","videos/0458-neonEDL.gif","images/0458-neonEDL.jpg"
"flutter kicks","upper legs","glutes","body weight","videos/0459-UVo2Qs2.gif","images/0459-UVo2Qs2.jpg"
"forward jump","upper legs","quads","body weight","videos/1472-uZKq7lo.gif","images/1472-uZKq7lo.jpg"
"forward lunge (male)","upper legs","glutes","body weight","videos/3470-kMzUs9Y.gif","images/3470-kMzUs9Y.jpg"
"frankenstein squat","upper legs","glutes","barbell","videos/3194-bdWcbaU.gif","images/3194-bdWcbaU.jpg"
"frog crunch","waist","abs","body weight","videos/2429-FFRP97T.gif","images/2429-FFRP97T.jpg"
"frog planche","waist","abs","body weight","videos/3301-rQhGcin.gif","images/3301-rQhGcin.jpg"
"front lever","waist","abs","body weight","videos/3296-PkCN2lv.gif","images/3296-PkCN2lv.jpg"
"front lever reps","back","upper back","body weight","videos/3295-hbY9wqG.gif","images/3295-hbY9wqG.jpg"
"front plank with twist","waist","abs","body weight","videos/0464-CosupLu.gif","images/0464-CosupLu.jpg"
"full maltese","waist","abs","body weight","videos/3315-YRaCa5Y.gif","images/3315-YRaCa5Y.jpg"
"full planche","waist","abs","body weight","videos/3299-YZ4961r.gif","images/3299-YZ4961r.jpg"
"full planche push-up","chest","pectorals","body weight","videos/3327-gw9PqGk.gif","images/3327-gw9PqGk.jpg"
"gironda sternum chin","back","lats","body weight","videos/0466-IL0JUxR.gif","images/0466-IL0JUxR.jpg"
"glute bridge march","upper legs","glutes","body weight","videos/3561-GibBPPg.gif","images/3561-GibBPPg.jpg"
"glute bridge two legs on bench (male)","upper legs","glutes","body weight","videos/3523-aWedzZX.gif","images/3523-aWedzZX.jpg"
"glute-ham raise","upper legs","hamstrings","body weight","videos/3193-Vvwjz6N.gif","images/3193-Vvwjz6N.jpg"
"gorilla chin","waist","abs","body weight","videos/0467-bmwlYvD.gif","images/0467-bmwlYvD.jpg"
"groin crunch","waist","abs","body weight","videos/0469-mWppALS.gif","images/0469-mWppALS.jpg"
"hack calf raise","lower legs","calves","sled machine","videos/1383-2ORFMoR.gif","images/1383-2ORFMoR.jpg"
"hack one leg calf raise","lower legs","calves","sled machine","videos/1384-AxFoqAD.gif","images/1384-AxFoqAD.jpg"
"half knee bends (male)","cardio","cardiovascular system","body weight","videos/3221-ia6kIIl.gif","images/3221-ia6kIIl.jpg"
"half sit-up (male)","waist","abs","body weight","videos/3202-iQ241UP.gif","images/3202-iQ241UP.jpg"
"hamstring stretch","upper legs","hamstrings","body weight","videos/1511-99rWm7w.gif","images/1511-99rWm7w.jpg"
"hands bike","chest","pectorals","upper body ergometer","videos/2139-pAIWRGu.gif","images/2139-pAIWRGu.jpg"
"hands clasped circular toe touch (male)","upper legs","glutes","body weight","videos/3218-B5xca8s.gif","images/3218-B5xca8s.jpg"
"hands reversed clasped circular toe touch (male)","upper legs","glutes","body weight","videos/3215-yq3GAJX.gif","images/3215-yq3GAJX.jpg"
"handstand","upper arms","triceps","body weight","videos/3302-XooAdhl.gif","images/3302-XooAdhl.jpg"
"handstand push-up","upper arms","triceps","body weight","videos/0471-rQxwMxO.gif","images/0471-rQxwMxO.jpg"
"hanging leg hip raise","waist","abs","body weight","videos/1764-VEcJRo2.gif","images/1764-VEcJRo2.jpg"
"hanging leg raise","waist","abs","body weight","videos/0472-I3tsCnC.gif","images/0472-I3tsCnC.jpg"
"hanging oblique knee raise","waist","abs","body weight","videos/1761-BaE7O6U.gif","images/1761-BaE7O6U.jpg"
"hanging pike","waist","abs","body weight","videos/0473-nuBF9MO.gif","images/0473-nuBF9MO.jpg"
"hanging straight leg hip raise","waist","abs","body weight","videos/0474-pj0X0tF.gif","images/0474-pj0X0tF.jpg"
"hanging straight leg raise","waist","abs","body weight","videos/0475-4Ml7QFO.gif","images/0475-4Ml7QFO.jpg"
"hanging straight twisting leg hip raise","waist","abs","body weight","videos/0476-Q6bvyen.gif","images/0476-Q6bvyen.jpg"
"high knee against wall","cardio","cardiovascular system","body weight","videos/3636-ealLwvX.gif","images/3636-ealLwvX.jpg"
"hip raise (bent knee)","waist","abs","body weight","videos/0484-196HJGw.gif","images/0484-196HJGw.jpg"
"hug keens to chest","upper legs","glutes","body weight","videos/1418-znP9SIh.gif","images/1418-znP9SIh.jpg"
"hyght dumbbell fly","chest","pectorals","dumbbell","videos/3234-P9ZRyLT.gif","images/3234-P9ZRyLT.jpg"
"hyperextension","back","spine","body weight","videos/0489-zhMwOwE.gif","images/0489-zhMwOwE.jpg"
"hyperextension (on bench)","back","spine","body weight","videos/0488-zkgRrbK.gif","images/0488-zkgRrbK.jpg"
"impossible dips","upper arms","triceps","body weight","videos/3289-05Cf2v8.gif","images/3289-05Cf2v8.jpg"
"inchworm","waist","abs","body weight","videos/1471-ZgsNQ6d.gif","images/1471-ZgsNQ6d.jpg"
"inchworm v. 2","waist","abs","body weight","videos/3698-TV87DNB.gif","images/3698-TV87DNB.jpg"
"incline close-grip push-up","upper arms","triceps","body weight","videos/0490-1YB40kg.gif","images/0490-1YB40kg.jpg"
"incline leg hip raise (leg straight)","waist","abs","body weight","videos/0491-eVxAzgz.gif","images/0491-eVxAzgz.jpg"
"incline push up depth jump","chest","pectorals","body weight","videos/0492-CB8WET1.gif","images/0492-CB8WET1.jpg"
"incline push-up","chest","pectorals","body weight","videos/0493-B1EVP9F.gif","images/0493-B1EVP9F.jpg"
"incline push-up (on box)","chest","pectorals","body weight","videos/3785-F7vjXqT.gif","images/3785-F7vjXqT.jpg"
"incline reverse grip push-up","chest","pectorals","body weight","videos/0494-XaaRnRn.gif","images/0494-XaaRnRn.jpg"
"incline scapula push up","chest","serratus anterior","body weight","videos/3011-GdMa1ET.gif","images/3011-GdMa1ET.jpg"
"incline twisting sit-up","waist","abs","body weight","videos/0495-9ZGZuOD.gif","images/0495-9ZGZuOD.jpg"
"intermediate hip flexor and quad stretch","upper legs","quads","rope","videos/1564-tFGKm99.gif","images/1564-tFGKm99.jpg"
"inverse leg curl (bench support)","upper legs","hamstrings","body weight","videos/0496-ms7tjSG.gif","images/0496-ms7tjSG.jpg"
"inverse leg curl (on pull-up cable machine)","upper legs","hamstrings","body weight","videos/2400-0rHfvy9.gif","images/2400-0rHfvy9.jpg"
"inverted row","back","upper back","body weight","videos/0499-bZGHsAZ.gif","images/0499-bZGHsAZ.jpg"
"inverted row bent knees","back","upper back","body weight","videos/2300-VPPtusI.gif","images/2300-VPPtusI.jpg"
"inverted row on bench","back","upper back","body weight","videos/2298-Mxa7Cr8.gif","images/2298-Mxa7Cr8.jpg"
"inverted row v. 2","back","upper back","body weight","videos/0497-uX3sUBz.gif","images/0497-uX3sUBz.jpg"
"inverted row with straps","back","upper back","body weight","videos/0498-jdiExfW.gif","images/0498-jdiExfW.jpg"
"iron cross stretch","upper legs","glutes","body weight","videos/1419-pZwUsKB.gif","images/1419-pZwUsKB.jpg"
"isometric chest squeeze","chest","pectorals","body weight","videos/1297-HbSG1Pw.gif","images/1297-HbSG1Pw.jpg"
"isometric wipers","chest","pectorals","body weight","videos/0500-11wrviz.gif","images/0500-11wrviz.jpg"
"jack burpee","cardio","cardiovascular system","body weight","videos/0501-mr7pkqP.gif","images/0501-mr7pkqP.jpg"
"jack jump (male)","cardio","cardiovascular system","body weight","videos/3224-1g5bPpA.gif","images/3224-1g5bPpA.jpg"
"jackknife sit-up","waist","abs","body weight","videos/0507-mbkgB44.gif","images/0507-mbkgB44.jpg"
"janda sit-up","waist","abs","body weight","videos/0508-1GPHRyK.gif","images/0508-1GPHRyK.jpg"
"jump rope","cardio","cardiovascular system","rope","videos/2612-e1e76I2.gif","images/2612-e1e76I2.jpg"
"jump squat","upper legs","glutes","body weight","videos/0514-LIlE5Tn.gif","images/0514-LIlE5Tn.jpg"
"jump squat v. 2","upper legs","glutes","body weight","videos/0513-TDYiji6.gif","images/0513-TDYiji6.jpg"
"kettlebell advanced windmill","waist","abs","kettlebell","videos/0517-Kal9cQQ.gif","images/0517-Kal9cQQ.jpg"
"kettlebell alternating hang clean","lower arms","forearms","kettlebell","videos/0518-I4tibZG.gif","images/0518-I4tibZG.jpg"
"kettlebell alternating press","shoulders","delts","kettlebell","videos/0520-5KLbZWx.gif","images/0520-5KLbZWx.jpg"
"kettlebell alternating press on floor","chest","pectorals","kettlebell","videos/0519-7w6i0vE.gif","images/0519-7w6i0vE.jpg"
"kettlebell alternating renegade row","back","upper back","kettlebell","videos/0521-b9kqlBy.gif","images/0521-b9kqlBy.jpg"
"kettlebell alternating row","back","upper back","kettlebell","videos/0522-Ca76jUE.gif","images/0522-Ca76jUE.jpg"
"kettlebell arnold press","shoulders","delts","kettlebell","videos/0523-UM8mgyG.gif","images/0523-UM8mgyG.jpg"
"kettlebell bent press","waist","abs","kettlebell","videos/0524-kjE55n5.gif","images/0524-kjE55n5.jpg"
"kettlebell bottoms up clean from the hang position","upper arms","biceps","kettlebell","videos/0525-4KJEpzb.gif","images/0525-4KJEpzb.jpg"
"kettlebell double alternating hang clean","upper arms","biceps","kettlebell","videos/0526-a4F9Oyc.gif","images/0526-a4F9Oyc.jpg"
"kettlebell double jerk","shoulders","delts","kettlebell","videos/0527-tznL2Ad.gif","images/0527-tznL2Ad.jpg"
"kettlebell double push press","shoulders","delts","kettlebell","videos/0528-I4KkPdl.gif","images/0528-I4KkPdl.jpg"
"kettlebell double snatch","shoulders","delts","kettlebell","videos/0529-M74kdvm.gif","images/0529-M74kdvm.jpg"
"kettlebell double windmill","waist","abs","kettlebell","videos/0530-OaE7CpD.gif","images/0530-OaE7CpD.jpg"
"kettlebell extended range one arm press on floor","chest","pectorals","kettlebell","videos/0531-rseLfH3.gif","images/0531-rseLfH3.jpg"
"kettlebell figure 8","waist","abs","kettlebell","videos/0532-L4ay0PW.gif","images/0532-L4ay0PW.jpg"
"kettlebell front squat","upper legs","glutes","kettlebell","videos/0533-DB0n8AG.gif","images/0533-DB0n8AG.jpg"
"kettlebell goblet squat","upper legs","glutes","kettlebell","videos/0534-ZA8b5hc.gif","images/0534-ZA8b5hc.jpg"
"kettlebell hang clean","upper legs","hamstrings","kettlebell","videos/0535-LHWF7us.gif","images/0535-LHWF7us.jpg"
"kettlebell lunge pass through","upper legs","glutes","kettlebell","videos/0536-WKMQzCD.gif","images/0536-WKMQzCD.jpg"
"kettlebell one arm clean and jerk","shoulders","delts","kettlebell","videos/0537-vzAxBtt.gif","images/0537-vzAxBtt.jpg"
"kettlebell one arm floor press","chest","pectorals","kettlebell","videos/1298-rg59QCH.gif","images/1298-rg59QCH.jpg"
"kettlebell one arm jerk","shoulders","delts","kettlebell","videos/0538-S37C94C.gif","images/0538-S37C94C.jpg"
"kettlebell one arm military press to the side","shoulders","delts","kettlebell","videos/0539-yCvYdi7.gif","images/0539-yCvYdi7.jpg"
"kettlebell one arm push press","shoulders","delts","kettlebell","videos/0540-osdXT3K.gif","images/0540-osdXT3K.jpg"
"kettlebell one arm row","back","upper back","kettlebell","videos/0541-g9AsZ8P.gif","images/0541-g9AsZ8P.jpg"
"kettlebell one arm snatch","shoulders","delts","kettlebell","videos/0542-aXcUyKb.gif","images/0542-aXcUyKb.jpg"
"kettlebell pirate supper legs","shoulders","delts","kettlebell","videos/0543-kuXhl0o.gif","images/0543-kuXhl0o.jpg"
"kettlebell pistol squat","upper legs","glutes","kettlebell","videos/0544-5bpPTHv.gif","images/0544-5bpPTHv.jpg"
"kettlebell plyo push-up","chest","pectorals","kettlebell","videos/0545-ktf3nvW.gif","images/0545-ktf3nvW.jpg"
"kettlebell seated press","shoulders","delts","kettlebell","videos/0546-BkxB8LW.gif","images/0546-BkxB8LW.jpg"
"kettlebell seated two arm military press","shoulders","delts","kettlebell","videos/1438-ZEkjZDi.gif","images/1438-ZEkjZDi.jpg"
"kettlebell seesaw press","shoulders","delts","kettlebell","videos/0547-UDm6cGl.gif","images/0547-UDm6cGl.jpg"
"kettlebell sumo high pull","back","traps","kettlebell","videos/0548-8ARQ9Hw.gif","images/0548-8ARQ9Hw.jpg"
"kettlebell swing","upper legs","glutes","kettlebell","videos/0549-UHJlbu3.gif","images/0549-UHJlbu3.jpg"
"kettlebell thruster","shoulders","delts","kettlebell","videos/0550-yWxMvB5.gif","images/0550-yWxMvB5.jpg"
"kettlebell turkish get up (squat style)","upper legs","glutes","kettlebell","videos/0551-Ha7SZ3y.gif","images/0551-Ha7SZ3y.jpg"
"kettlebell two arm clean","shoulders","delts","kettlebell","videos/0552-7Ba7bQ2.gif","images/0552-7Ba7bQ2.jpg"
"kettlebell two arm military press","shoulders","delts","kettlebell","videos/0553-blBXysN.gif","images/0553-blBXysN.jpg"
"kettlebell two arm row","back","upper back","kettlebell","videos/1345-wf24o8S.gif","images/1345-wf24o8S.jpg"
"kettlebell windmill","waist","abs","kettlebell","videos/0554-9Tkqa9O.gif","images/0554-9Tkqa9O.jpg"
"kick out sit","upper legs","hamstrings","body weight","videos/0555-v7p5bYl.gif","images/0555-v7p5bYl.jpg"
"kipping muscle up","back","lats","body weight","videos/0558-pM07UxU.gif","images/0558-pM07UxU.jpg"
"knee touch crunch","waist","abs","body weight","videos/3640-dTg95eZ.gif","images/3640-dTg95eZ.jpg"
"kneeling jump squat","upper legs","glutes","barbell","videos/1420-UgDm3oy.gif","images/1420-UgDm3oy.jpg"
"kneeling lat stretch","back","lats","body weight","videos/1346-f38OEuO.gif","images/1346-f38OEuO.jpg"
"kneeling plank tap shoulder (male)","waist","abs","body weight","videos/3239-h1ezqSu.gif","images/3239-h1ezqSu.jpg"
"kneeling push-up (male)","chest","pectorals","body weight","videos/3211-ZOuKWir.gif","images/3211-ZOuKWir.jpg"
"korean dips","chest","pectorals","body weight","videos/3288-rWoBmi5.gif","images/3288-rWoBmi5.jpg"
"l-pull-up","back","lats","body weight","videos/3418-d1GgzTU.gif","images/3418-d1GgzTU.jpg"
"l-sit on floor","waist","abs","body weight","videos/3419-UpWmA5E.gif","images/3419-UpWmA5E.jpg"
"landmine 180","waist","abs","barbell","videos/0562-QYysSLV.gif","images/0562-QYysSLV.jpg"
"landmine lateral raise","shoulders","delts","barbell","videos/3237-eXMFHww.gif","images/3237-eXMFHww.jpg"
"lean planche","waist","abs","body weight","videos/3300-LYJodFS.gif","images/3300-LYJodFS.jpg"
"left hook. boxing","shoulders","delts","body weight","videos/2271-hoXt6wv.gif","images/2271-hoXt6wv.jpg"
"leg pull in flat bench","waist","abs","body weight","videos/0570-OyoZ3Pu.gif","images/0570-OyoZ3Pu.jpg"
"leg up hamstring stretch","upper legs","hamstrings","body weight","videos/1576-sU5BrfP.gif","images/1576-sU5BrfP.jpg"
"lever alternate leg press","upper legs","quads","leverage machine","videos/2287-V07qpXy.gif","images/2287-V07qpXy.jpg"
"lever alternating narrow grip seated row","back","upper back","leverage machine","videos/0571-w2oRpuH.gif","images/0571-w2oRpuH.jpg"
"lever assisted chin-up","back","lats","leverage machine","videos/0572-MaMuGH6.gif","images/0572-MaMuGH6.jpg"
"lever back extension","back","spine","leverage machine","videos/0573-rUXfn3R.gif","images/0573-rUXfn3R.jpg"
"lever bent over row","back","upper back","barbell","videos/0574-X3cqyXz.gif","images/0574-X3cqyXz.jpg"
"lever bent-over row with v-bar","back","upper back","leverage machine","videos/3200-LuBEORI.gif","images/3200-LuBEORI.jpg"
"lever bicep curl","upper arms","biceps","leverage machine","videos/0575-q6y3OhV.gif","images/0575-q6y3OhV.jpg"
